age,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies
73,Widowed,Bachelor's,81530.49,6794.21,Self-employed,0.192,519,16788.33,Debt consolidation,15.81,60,406.57,F1,0,106986.33,98033.28,4,0,4
68,Divorced,Master's,36644.51,3053.71,Unemployed,0.03,745,8538.94,Debt consolidation,14.06,60,198.95,B5,5,51861.62,14795.95,2,0,4
25,Single,High School,22529.72,1877.48,Employed,0.303,662,21905.29,Other,12.16,36,729.24,D5,6,34458.3,30969.71,4,0,4
28,Single,High School,45969.99,3830.83,Employed,0.07,585,11795.81,Debt consolidation,13.9,36,402.58,E2,11,60564.37,12446.7,0,0,0
45,Married,Master's,71979.9,5998.32,Student,0.168,732,12122.21,Debt consolidation,11.78,60,268.31,C2,6,65890.73,28132.27,3,0,4
72,Single,PhD,31022.88,2585.24,Employed,0.224,587,16951.01,Debt consolidation,13.4,60,389.17,E1,2,42493.0,25214.51,3,0,5
64,Single,Master's,21894.53,1824.54,Employed,0.268,627,5470.55,Home,11.64,36,180.76,D5,6,24393.15,3620.83,2,0,2
42,Married,Bachelor's,114095.92,9507.99,Employed,0.191,485,28383.22,Debt consolidation,16.0,36,997.87,F1,9,108603.36,79209.12,2,0,2
53,Married,Master's,36750.78,3062.56,Employed,0.253,621,6698.8,Debt consolidation,15.49,36,233.83,D5,3,40819.09,13364.78,3,0,4
71,Married,High School,33719.91,2809.99,Employed,0.097,741,6832.1,Debt consolidation,10.24,36,221.22,B2,6,46118.14,13757.04,3,0,4
22,Single,Other,29068.38,2422.37,Employed,0.139,711,18621.32,Home,13.64,60,429.82,C5,6,25088.81,5904.41,3,0,3
64,Single,Bachelor's,28223.95,2352.0,Employed,0.073,667,8714.78,Car,9.31,60,182.22,D4,3,44304.24,16866.03,0,0,2
50,Married,Bachelor's,38708.88,3225.74,Employed,0.071,701,15533.4,Debt consolidation,10.61,60,334.72,C3,6,49509.6,6773.01,1,0,2
29,Single,High School,42381.81,3531.82,Employed,0.063,662,30516.5,Debt consolidation,15.2,36,1060.86,D5,8,48252.92,34783.91,1,0,1
38,Married,High School,86399.34,7199.94,Retired,0.047,675,1599.22,Debt consolidation,12.55,60,36.02,C1,6,80574.56,17113.45,1,0,1
46,Single,Master's,7422.38,618.53,Employed,0.067,690,21101.27,Debt consolidation,13.3,36,714.04,C3,5,10260.59,3960.17,0,0,0
34,Married,Bachelor's,32295.2,2691.27,Employed,0.059,596,19347.9,Medical,12.14,60,431.75,E5,5,42088.17,4932.28,1,0,2
29,Divorced,Other,90735.97,7561.33,Self-employed,0.059,726,4510.09,Other,9.03,36,143.48,C5,3,67504.0,29064.24,2,0,2
55,Divorced,Bachelor's,73668.17,6139.01,Unemployed,0.113,654,13059.93,Debt consolidation,10.12,36,422.14,D3,3,106819.61,27002.51,1,0,1
53,Single,Bachelor's,41274.5,3439.54,Employed,0.141,633,10669.1,Debt consolidation,10.38,36,346.17,D3,3,37538.19,8592.96,2,0,2
59,Single,Bachelor's,45909.09,3825.76,Unemployed,0.173,716,5845.21,Business,12.36,36,195.15,C1,7,47653.14,7740.43,0,0,0
29,Married,High School,54536.45,4544.7,Employed,0.152,719,21890.09,Debt consolidation,11.23,60,478.46,C3,8,58478.5,33120.09,1,0,2
60,Married,Bachelor's,42301.99,3525.17,Employed,0.252,659,13148.54,Debt consolidation,11.61,60,289.9,D5,8,30564.78,8318.28,3,0,3
74,Married,Master's,20960.21,1746.68,Employed,0.387,617,22887.36,Other,14.36,36,786.24,D3,5,20508.32,14758.37,6,0,6
44,Single,Bachelor's,22310.15,1859.18,Employed,0.551,805,5864.51,Education,5.55,60,112.15,A2,10,41953.46,35929.12,3,0,4
48,Single,Master's,73439.14,6119.93,Employed,0.514,639,11188.9,Debt consolidation,6.43,60,218.56,D5,8,100022.51,8529.56,3,0,4
49,Married,Bachelor's,36103.59,3008.63,Self-employed,0.325,676,19678.21,Education,11.09,60,428.74,C5,9,56517.2,9788.05,3,0,3
64,Widowed,Bachelor's,37449.39,3120.78,Employed,0.141,678,4944.5,Debt consolidation,13.85,60,114.67,C3,3,41745.55,5608.55,2,0,2
26,Single,Bachelor's,30858.6,2571.55,Employed,0.312,678,29904.11,Education,10.08,36,966.05,C5,3,48196.81,7201.69,6,0,6
29,Married,High School,44217.91,3684.83,Employed,0.167,564,9274.06,Home,18.05,36,335.51,F2,4,60691.58,44862.34,3,0,4
41,Single,Bachelor's,48846.47,4070.54,Retired,0.09,710,5829.73,Debt consolidation,12.1,36,193.91,C1,2,72132.6,40791.2,0,0,0
50,Single,High School,123434.73,10286.23,Employed,0.186,701,14511.0,Business,15.12,36,503.88,C1,8,83934.63,33302.68,3,0,5
50,Single,Master's,61513.97,5126.16,Employed,0.239,808,17148.87,Debt consolidation,13.3,36,580.29,A5,4,95673.24,53527.46,0,0,0
34,Married,PhD,31291.1,2607.59,Employed,0.099,718,7576.39,Medical,12.46,36,253.31,C3,4,22404.81,12324.89,0,0,0
23,Divorced,Other,34714.97,2892.91,Employed,0.06,531,22608.91,Debt consolidation,13.45,36,766.69,F4,3,26972.24,7287.86,2,0,2
26,Divorced,High School,55266.11,4605.51,Self-employed,0.029,761,30271.96,Other,10.61,60,652.31,B5,5,70943.62,3893.19,1,0,2
32,Married,High School,34094.15,2841.18,Employed,0.287,631,26283.6,Home,13.78,36,895.51,D2,8,50709.16,5833.34,2,0,3
33,Single,Bachelor's,29640.91,2470.08,Employed,0.124,744,12768.5,Debt consolidation,15.12,60,304.57,B3,2,42412.21,14209.14,2,0,4
71,Divorced,Bachelor's,58033.58,4836.13,Unemployed,0.16,660,5869.66,Other,13.27,60,134.37,D3,5,87477.23,76097.18,1,0,2
64,Single,Bachelor's,20550.06,1712.5,Employed,0.04,669,500.0,Car,11.23,36,16.42,D1,2,21323.81,13697.3,1,0,1
62,Married,Master's,28994.44,2416.2,Employed,0.301,700,14304.57,Debt consolidation,15.16,36,496.99,C4,5,46318.4,22513.99,1,0,3
68,Married,Bachelor's,44531.55,3710.96,Employed,0.236,626,20467.69,Debt consolidation,10.71,36,667.28,D4,3,49570.25,32248.44,4,0,4
66,Married,Bachelor's,40985.72,3415.48,Retired,0.215,571,21673.62,Debt consolidation,12.09,36,720.81,F3,3,53521.17,9639.56,6,0,6
33,Married,High School,43711.44,3642.62,Employed,0.091,687,5893.92,Vacation,11.76,60,130.39,C1,2,37190.6,30637.78,3,0,3
43,Single,Master's,20456.18,1704.68,Employed,0.094,747,28681.01,Debt consolidation,12.51,36,959.62,B4,5,34922.82,31037.39,3,0,4
46,Divorced,Bachelor's,27661.84,2305.15,Employed,0.292,747,13575.8,Debt consolidation,13.43,60,311.89,B1,5,29345.98,21643.57,2,0,2
37,Divorced,Other,76845.76,6403.81,Unemployed,0.133,674,25948.43,Other,9.72,36,833.88,C4,9,96311.78,20762.02,4,0,4
63,Single,High School,8858.85,738.24,Employed,0.334,748,21542.42,Debt consolidation,14.18,36,738.15,B3,13,23367.99,17502.51,0,0,0
66,Widowed,High School,42002.96,3500.25,Retired,0.271,790,9247.6,Debt consolidation,8.33,36,291.2,B1,5,33416.64,18479.74,0,0,0
24,Married,Master's,15596.61,1299.72,Employed,0.181,637,11822.89,Business,13.68,60,273.14,D1,6,17349.65,14126.06,3,0,3
72,Single,High School,65082.34,5423.53,Retired,0.097,753,2487.0,Car,6.68,36,76.43,B1,3,62029.92,46051.75,1,0,1
56,Married,Other,25525.16,2127.1,Self-employed,0.07,731,20490.45,Debt consolidation,12.73,36,687.74,C2,5,24071.65,12988.22,1,0,1
48,Married,High School,18513.71,1542.81,Employed,0.373,658,7347.25,Debt consolidation,18.8,36,268.58,D1,4,18057.14,4388.96,1,0,2
63,Married,High School,42759.79,3563.32,Retired,0.1,764,10612.89,Vacation,12.12,36,353.11,B5,4,50331.82,15500.83,1,0,5
56,Married,Bachelor's,23982.1,1998.51,Employed,0.211,795,18168.85,Business,8.92,36,577.09,B4,4,20549.11,15641.18,5,0,6
33,Single,High School,55300.35,4608.36,Employed,0.078,651,19222.27,Debt consolidation,14.41,60,451.36,D4,1,63618.8,41558.6,2,0,3
55,Married,Bachelor's,48550.02,4045.83,Employed,0.224,763,500.0,Other,11.23,60,10.93,B3,3,44123.08,40779.04,3,0,3
22,Single,Master's,32290.74,2690.9,Employed,0.037,620,12967.04,Car,15.07,36,449.95,D5,6,39432.62,14016.45,0,0,0
58,Married,Bachelor's,59820.51,4985.04,Self-employed,0.17,620,500.0,Other,11.48,36,16.48,D3,5,58335.36,35200.45,2,0,2
46,Married,Master's,38430.27,3202.52,Employed,0.187,637,14382.96,Debt consolidation,12.94,36,484.2,D2,4,48049.46,23421.47,0,0,0
73,Divorced,Master's,8590.37,715.86,Employed,0.179,683,5111.42,Debt consolidation,11.14,60,111.49,C4,6,15152.97,2073.58,1,0,1
36,Married,Master's,39351.49,3279.29,Employed,0.522,731,16138.77,Home,11.34,36,530.96,C4,3,59605.55,47235.4,3,0,3
66,Single,Other,28056.2,2338.02,Unemployed,0.041,658,27472.59,Debt consolidation,11.34,36,903.85,D1,6,34989.57,10672.52,5,0,6
38,Divorced,High School,71214.17,5934.51,Employed,0.138,610,13357.31,Debt consolidation,16.4,36,472.25,D1,4,58654.62,33071.77,0,0,1
30,Married,Bachelor's,56563.72,4713.64,Self-employed,0.333,732,29166.77,Debt consolidation,14.52,36,1004.23,C1,6,78700.69,27950.69,3,0,3
64,Single,Bachelor's,33121.28,2760.11,Employed,0.144,777,14980.23,Home,11.54,36,494.27,B3,3,40916.88,4294.81,1,2,1
45,Single,Bachelor's,64452.09,5371.01,Employed,0.224,623,2211.35,Business,14.89,36,76.54,D4,6,73212.93,46477.64,2,0,2
47,Married,Master's,64549.11,5379.09,Employed,0.19,770,6968.97,Vacation,8.84,36,221.09,B2,3,60523.77,38993.99,2,0,3
48,Divorced,Other,15467.99,1289.0,Employed,0.37,706,19067.08,Home,11.76,36,631.12,C3,5,19842.68,5276.89,3,0,4
66,Single,High School,41171.22,3430.94,Employed,0.116,636,18580.95,Car,14.14,36,636.32,D3,2,43323.85,28331.75,3,0,6
38,Married,Master's,41243.59,3436.97,Student,0.091,610,14838.8,Car,13.84,60,344.04,D3,5,46617.07,37598.17,7,0,7
50,Single,High School,55755.26,4646.27,Employed,0.384,711,4145.51,Education,12.99,36,139.66,C3,2,63448.51,20096.25,6,0,6
30,Married,Bachelor's,37902.68,3158.56,Employed,0.221,691,18167.84,Car,11.54,36,599.45,C4,3,29437.03,24454.08,1,0,3
73,Single,Bachelor's,16077.08,1339.76,Employed,0.156,663,17253.54,Business,14.73,36,595.82,D4,3,16172.32,3099.01,1,0,2
75,Married,Other,89091.7,7424.31,Retired,0.451,640,15190.97,Other,13.53,36,515.73,D3,6,85924.56,44324.12,2,0,2
54,Married,Bachelor's,54242.44,4520.2,Employed,0.121,674,4161.91,Education,13.98,36,142.2,C4,10,66609.57,43392.35,2,0,3
64,Married,Bachelor's,27463.45,2288.62,Employed,0.032,720,4720.96,Other,9.76,36,151.8,C2,6,21243.94,6273.27,2,0,3
43,Single,Master's,39751.17,3312.6,Employed,0.047,537,13937.33,Debt consolidation,13.35,60,319.62,F3,7,40097.8,29550.74,3,0,4
25,Married,Master's,49091.39,4090.95,Employed,0.127,726,15245.49,Business,9.11,36,485.58,C3,4,41774.21,15485.78,1,0,1
35,Single,High School,160295.47,13357.96,Employed,0.348,768,21755.05,Education,9.58,36,697.69,B2,6,160296.06,141050.87,2,0,2
46,Married,Bachelor's,14678.84,1223.24,Employed,0.098,650,14372.49,Business,11.64,36,474.9,D2,3,19613.41,10426.75,1,0,1
67,Married,Bachelor's,31342.86,2611.91,Employed,0.165,554,28026.45,Other,17.02,36,999.5,F5,4,34951.07,28935.62,8,0,8
40,Married,Bachelor's,85589.07,7132.42,Employed,0.118,722,18710.54,Debt consolidation,10.03,36,604.0,C4,6,88278.99,18616.0,2,0,4
65,Married,High School,45799.7,3816.64,Student,0.209,540,10647.44,Debt consolidation,16.15,60,259.77,F2,3,69928.66,57093.71,5,0,7
68,Married,Bachelor's,38605.55,3217.13,Student,0.188,664,6671.67,Home,12.16,36,222.11,D5,3,52442.39,8839.37,2,0,2
56,Single,Master's,54835.81,4569.65,Employed,0.048,656,22443.37,Car,12.48,60,504.7,D5,3,76686.57,63641.3,1,0,1
28,Single,Master's,30508.39,2542.37,Employed,0.075,754,20055.56,Home,10.57,36,652.52,B1,4,26540.78,2543.78,2,0,2
33,Married,Master's,34530.88,2877.57,Employed,0.204,605,10084.65,Car,16.67,36,357.89,E2,5,53472.72,23663.28,1,0,2
59,Married,High School,23395.38,1949.62,Employed,0.043,760,17757.35,Business,11.02,60,386.26,B1,4,35729.24,31848.96,2,0,2
27,Single,Bachelor's,26575.83,2214.65,Employed,0.295,801,18148.11,Car,9.7,60,382.92,A4,9,39865.37,18158.5,3,0,3
52,Married,Other,50060.13,4171.68,Employed,0.174,676,14644.85,Debt consolidation,12.07,60,326.28,C3,8,82414.27,46755.25,4,0,4
51,Married,Bachelor's,19329.08,1610.76,Self-employed,0.201,534,9298.08,Debt consolidation,15.78,36,325.88,F5,7,18352.05,8925.82,5,0,5
36,Married,Other,36828.78,3069.06,Employed,0.156,625,17196.5,Car,14.02,60,400.31,D1,9,40851.82,17670.66,1,0,1
26,Single,High School,16893.86,1407.82,Employed,0.253,681,12158.21,Medical,13.3,60,278.51,C2,4,27869.97,16530.68,2,0,2
72,Single,Bachelor's,26386.08,2198.84,Employed,0.183,709,500.0,Debt consolidation,9.68,36,16.06,C5,2,41037.02,37314.49,3,0,4
33,Single,High School,19346.21,1612.18,Retired,0.071,668,7314.07,Other,8.45,60,149.88,D3,7,24517.85,12046.22,1,0,1
47,Married,High School,42958.53,3579.88,Employed,0.462,609,23082.34,Debt consolidation,10.66,60,497.96,E5,2,36343.31,5896.72,3,0,5
69,Married,High School,20727.04,1727.25,Unemployed,0.048,621,24578.79,Other,10.82,36,802.58,D1,4,32109.2,4905.52,2,0,2
74,Married,Master's,31866.28,2655.52,Employed,0.105,693,13883.14,Debt consolidation,11.37,36,456.95,C1,5,51248.86,45472.91,0,1,1
55,Married,Bachelor's,72095.38,6007.95,Employed,0.153,724,12456.46,Vacation,10.4,36,404.28,C1,3,66500.67,23595.05,0,0,1
31,Single,High School,81044.99,6753.75,Employed,0.169,706,17130.1,Debt consolidation,13.71,36,583.06,C2,10,98047.96,33173.55,1,0,1
64,Single,High School,43523.5,3626.96,Employed,0.132,729,25658.3,Car,10.26,60,548.45,C2,5,59190.74,13452.44,1,0,1
53,Single,High School,17001.12,1416.76,Self-employed,0.105,692,7797.67,Debt consolidation,9.36,36,249.27,C5,3,22429.08,10957.69,2,0,2
39,Single,High School,18766.67,1563.89,Employed,0.414,645,3818.96,Debt consolidation,15.0,36,132.39,D4,6,17365.26,3397.61,0,0,1
51,Married,PhD,68755.72,5729.64,Employed,0.146,764,27500.29,Other,12.44,60,617.86,B1,4,66884.32,31370.37,2,0,3
57,Single,High School,28600.62,2383.38,Employed,0.307,688,500.0,Debt consolidation,10.38,36,16.22,C3,8,49146.81,26956.41,5,0,5
59,Single,High School,15488.38,1290.7,Employed,0.329,611,22682.94,Debt consolidation,17.8,36,817.77,D3,5,25028.52,6667.65,0,0,0
67,Single,Master's,55285.41,4607.12,Employed,0.228,682,1069.96,Other,7.47,36,33.27,C1,5,40003.32,23732.56,3,0,5
43,Married,High School,55287.07,4607.26,Student,0.113,789,15510.0,Home,9.18,36,494.51,B4,2,74081.84,51067.87,2,0,2
59,Single,High School,138970.86,11580.9,Employed,0.074,701,24525.95,Vacation,11.26,36,805.97,C4,3,93500.71,82621.96,5,0,5
24,Married,Bachelor's,45931.64,3827.64,Student,0.288,563,22317.34,Other,16.54,36,790.57,F4,1,24248.67,6218.96,4,0,4
47,Married,Bachelor's,17407.94,1450.66,Unemployed,0.153,805,22078.02,Car,11.43,36,727.31,A2,7,22986.34,16224.16,1,0,2
24,Single,Master's,144895.99,12074.67,Employed,0.291,766,19608.31,Home,11.31,60,429.37,B2,3,84514.09,58687.31,1,0,1
73,Single,Bachelor's,25470.92,2122.58,Self-employed,0.21,780,22814.04,Debt consolidation,11.82,36,755.79,B4,1,37809.06,22228.5,4,0,4
30,Single,PhD,9799.12,816.59,Employed,0.128,600,21112.71,Debt consolidation,13.52,36,716.67,E3,6,16704.12,6769.47,0,0,0
42,Married,Master's,21088.93,1757.41,Retired,0.253,630,19024.3,Debt consolidation,13.67,36,647.16,D1,4,17786.12,6982.97,3,2,3
74,Married,Bachelor's,41771.43,3480.95,Employed,0.151,697,12411.11,Other,12.17,60,277.15,C4,8,64694.54,13880.76,2,0,5
34,Married,Master's,44870.85,3739.24,Student,0.176,700,8935.23,Other,12.16,36,297.46,C3,4,65130.25,47739.41,3,0,4
56,Married,Master's,13186.13,1098.84,Employed,0.241,656,1921.45,Debt consolidation,13.56,60,44.27,D3,3,19962.9,14947.56,4,0,4
45,Single,Master's,54213.75,4517.81,Employed,0.224,558,11665.18,Medical,12.18,36,388.45,F4,5,52535.85,37007.26,0,0,0
74,Single,Bachelor's,48059.74,4004.98,Employed,0.245,721,1430.0,Home,13.43,36,48.48,C2,9,33591.02,31143.83,5,0,5
30,Married,Bachelor's,38207.21,3183.93,Employed,0.026,740,19729.93,Business,9.68,36,633.67,B4,3,55891.77,52526.29,4,0,4
59,Married,Bachelor's,58823.84,4901.99,Employed,0.28,651,22017.92,Home,13.8,36,750.38,D5,8,75949.78,7874.51,3,0,3
34,Single,High School,23836.72,1986.39,Employed,0.22,658,8632.99,Home,16.57,60,212.56,D1,3,37339.05,9159.53,0,1,2
48,Married,Bachelor's,14945.31,1245.44,Employed,0.139,680,10444.82,Home,16.23,36,368.4,C1,5,24335.86,21625.03,3,0,4
69,Married,Bachelor's,53003.68,4416.97,Retired,0.046,818,12185.87,Debt consolidation,11.41,60,267.45,A3,6,83033.86,56198.49,1,0,3
26,Single,Bachelor's,46983.1,3915.26,Employed,0.352,669,500.0,Car,11.14,36,16.4,D5,3,57635.24,42123.77,2,0,3
28,Single,High School,23007.22,1917.27,Unemployed,0.273,604,21312.92,Medical,14.68,36,735.48,E4,10,42031.84,36093.53,2,0,2
49,Single,High School,54017.29,4501.44,Employed,0.148,671,17304.94,Business,13.58,36,587.92,C1,5,35267.76,13209.93,3,0,4
63,Married,Master's,55340.11,4611.68,Employed,0.084,731,26693.4,Debt consolidation,13.98,36,912.06,C4,10,82975.72,30519.98,1,0,2
65,Married,Bachelor's,38198.31,3183.19,Employed,0.245,664,15229.23,Debt consolidation,10.93,36,498.08,D3,2,57277.95,20721.96,1,0,2
74,Widowed,Bachelor's,57335.97,4778.0,Self-employed,0.074,611,23105.79,Debt consolidation,13.88,36,788.36,D2,3,62443.18,6325.61,1,0,1
61,Married,High School,23504.6,1958.72,Employed,0.498,657,11012.14,Car,14.05,36,376.64,D1,3,28441.21,1460.8,1,0,1
43,Single,Bachelor's,19190.81,1599.23,Employed,0.264,664,9810.29,Car,15.57,36,342.82,D2,1,19816.38,14233.58,2,0,2
72,Single,High School,152018.54,12668.21,Employed,0.276,613,19380.93,Car,15.99,36,681.28,D1,4,183863.42,129006.95,3,0,3
52,Married,High School,22538.71,1878.23,Student,0.046,683,17798.45,Debt consolidation,12.39,36,594.48,C4,9,21780.79,7912.51,4,0,4
67,Married,High School,50306.91,4192.24,Employed,0.013,720,38209.57,Home,12.89,36,1285.41,C3,7,70626.95,23672.37,2,1,2
63,Single,Master's,41518.96,3459.91,Self-employed,0.176,683,5065.81,Debt consolidation,9.28,36,161.75,C3,7,45584.16,13882.5,5,0,7
49,Divorced,Master's,66750.48,5562.54,Employed,0.113,615,7735.97,Business,13.93,60,179.72,D3,6,88819.98,8080.87,1,1,3
38,Single,Bachelor's,38752.48,3229.37,Self-employed,0.405,590,13407.39,Home,11.28,36,440.72,E5,4,58137.84,12184.1,3,0,3
70,Single,Master's,12505.12,1042.09,Employed,0.032,662,11615.2,Other,11.09,36,380.76,D1,5,21721.04,1121.14,3,0,3
52,Single,Bachelor's,71466.65,5955.55,Employed,0.239,698,8886.84,Debt consolidation,8.78,36,281.69,C5,5,91587.92,6459.29,2,0,4
32,Widowed,Bachelor's,9561.11,796.76,Employed,0.331,733,4234.59,Other,12.5,60,95.27,C4,2,9275.94,8126.89,1,0,1
74,Single,PhD,21337.71,1778.14,Unemployed,0.141,643,17734.22,Business,11.52,36,584.97,D5,3,20082.48,8201.38,3,0,4
37,Single,PhD,87605.46,7300.46,Employed,0.016,764,20637.1,Business,9.86,36,664.55,B2,3,65001.42,18551.65,1,0,1
72,Divorced,Bachelor's,27744.82,2312.07,Employed,0.255,573,13683.35,Debt consolidation,12.75,36,459.4,F4,3,41583.38,13688.29,3,0,4
37,Married,PhD,39545.66,3295.47,Employed,0.148,657,10849.75,Vacation,11.36,60,237.85,D5,5,55689.63,13023.75,3,1,5
23,Single,Other,20126.79,1677.23,Employed,0.102,716,23133.02,Debt consolidation,12.3,36,771.67,C5,4,20913.6,18551.98,2,0,2
35,Single,Bachelor's,46478.29,3873.19,Employed,0.35,729,25321.0,Business,11.55,36,835.59,C5,6,59394.75,26594.91,3,0,3
53,Single,Bachelor's,21674.5,1806.21,Employed,0.281,669,23355.01,Car,12.76,60,528.53,D2,6,37278.29,35403.52,1,0,2
47,Single,High School,32024.63,2668.72,Employed,0.155,586,7895.61,Medical,14.23,36,270.74,E4,2,20324.15,7134.58,2,0,3
67,Single,Bachelor's,12974.46,1081.2,Employed,0.151,650,28033.19,Debt consolidation,13.61,36,952.81,D3,4,12138.42,4723.6,5,0,6
40,Single,Bachelor's,80422.16,6701.85,Employed,0.186,581,10784.51,Debt consolidation,15.19,36,374.85,E4,4,86845.71,49990.57,1,0,2
32,Married,Bachelor's,45220.37,3768.36,Unemployed,0.135,652,15440.1,Debt consolidation,12.92,36,519.64,D3,3,42725.81,36080.65,1,0,2
74,Married,High School,60340.8,5028.4,Unemployed,0.042,717,18617.46,Education,8.56,60,382.5,C5,5,78987.39,73414.87,1,0,1
45,Married,Bachelor's,16856.32,1404.69,Retired,0.25,641,24309.3,Debt consolidation,9.42,36,777.79,D5,4,18141.47,2371.64,0,0,0
24,Single,High School,60763.37,5063.61,Employed,0.133,667,18378.97,Debt consolidation,13.2,60,420.06,D4,7,51165.65,16049.24,3,0,4
24,Married,Bachelor's,75438.35,6286.53,Unemployed,0.268,757,5318.71,Other,8.23,36,167.23,B1,3,47500.66,17881.37,0,0,1
59,Single,High School,46137.37,3844.78,Employed,0.376,753,33870.84,Debt consolidation,11.88,36,1123.06,B3,1,49353.42,39164.34,1,0,1
61,Single,Bachelor's,23844.55,1987.05,Employed,0.281,572,25630.55,Home,10.96,60,556.76,F2,7,42546.18,27714.65,1,0,2
24,Married,Bachelor's,45186.38,3765.53,Self-employed,0.18,717,23678.95,Medical,13.14,36,799.44,C4,3,64643.94,40127.19,0,0,0
69,Married,Bachelor's,83961.11,6996.76,Employed,0.44,545,31270.69,Business,14.31,36,1073.47,F2,9,66344.51,60310.84,3,0,3
52,Single,Bachelor's,29285.67,2440.47,Employed,0.052,695,14497.06,Debt consolidation,10.2,36,469.14,C3,1,25625.49,19737.17,3,0,4
31,Married,Master's,120593.43,10049.45,Employed,0.153,722,9319.97,Other,9.33,36,297.81,C5,2,158721.64,81281.43,1,0,1
47,Married,Bachelor's,38890.29,3240.86,Employed,0.134,691,9718.21,Debt consolidation,13.23,60,222.27,C1,6,41375.73,14007.54,0,0,0
26,Married,Bachelor's,92368.3,7697.36,Unemployed,0.063,650,15881.23,Vacation,13.4,36,538.17,D2,8,84956.56,32665.87,2,0,2
54,Married,Bachelor's,18311.6,1525.97,Employed,0.13,769,22179.85,Education,13.03,60,505.0,B3,8,31030.35,15307.06,4,0,4
23,Married,Bachelor's,209223.1,17435.26,Unemployed,0.213,619,9882.69,Debt consolidation,11.78,60,218.74,D3,5,271898.05,70293.54,5,0,5
47,Married,Master's,31400.54,2616.71,Retired,0.191,728,9437.04,Home,8.02,36,295.81,C4,4,21101.42,7953.89,1,1,2
27,Married,Master's,55204.05,4600.34,Employed,0.07,695,10623.31,Business,11.93,36,352.49,C1,6,74501.25,45118.25,0,0,0
67,Single,High School,51223.7,4268.64,Student,0.096,713,14200.48,Car,9.15,60,295.81,C2,2,46109.01,28595.74,0,0,0
37,Married,Bachelor's,34972.86,2914.4,Employed,0.352,652,4464.75,Other,16.68,60,110.19,D5,4,25339.23,6071.39,3,0,5
75,Married,Bachelor's,6000.0,500.0,Unemployed,0.143,574,500.0,Car,17.45,36,17.94,F3,6,11585.19,2521.92,2,0,5
66,Single,Master's,41524.19,3460.35,Employed,0.253,739,18940.51,Debt consolidation,13.48,36,642.57,C1,2,35824.56,22175.12,1,0,1
44,Divorced,Master's,29237.34,2436.45,Employed,0.149,594,21617.54,Education,14.49,36,743.99,E4,2,24289.95,20544.89,0,0,0
23,Married,Master's,35868.68,2989.06,Employed,0.044,602,11984.97,Debt consolidation,13.88,60,278.12,E1,11,34605.63,13716.52,2,0,2
64,Single,Bachelor's,32615.4,2717.95,Unemployed,0.168,646,22438.75,Vacation,10.43,36,728.57,D1,4,20633.99,14959.25,1,0,1
24,Single,High School,15314.35,1276.2,Employed,0.197,647,21000.96,Debt consolidation,10.71,60,453.58,D2,5,22372.45,13210.82,2,0,4
